"Company","Date","Time","Rocket","Mission","RocketStatus","Price","MissionStatus","Country_id"
"CASC","1998-05-02","2022-08-15 09:16:00","Long March 2C","Iridium 69 & 71","2","30.799999","2","12"
"VKS RF","1998-05-07","2022-08-15 08:53:00","Molniya-M /Block 2BL","Cosmos 2351","1","0","2","14"
"Lockheed","1998-05-09","2022-08-15 01:38:00","Titan IV(401)B","NROL-6 (Mentor)","1","0","2","3"
"Lockheed","1998-05-13","2022-08-15 15:52:00","Titan II(23)G","NOAA-15","1","35","2","3"
"Boeing","1998-05-17","2022-08-15 21:16:00","Delta II 7920-10C","MS-9","1","0","2","3"
"CASC","1998-05-30","2022-08-15 10:00:00","Long March 3B","ChinaStar 1","1","0","2","12"
"NASA","1998-06-02","2022-08-15 22:06:00","Space Shuttle Discovery","STS-91","1","450","2","3"
"Boeing","1998-06-10","2022-08-15 00:35:00","Delta II 7925","Thor III","1","0","2","3"
"VKS RF","1998-06-15","2022-08-15 22:58:00","Tsyklon-3","Cosmos 2352 to 2357","1","0","1","14"
"CASC","1998-06-18","2022-08-15 09:20:00","Long March 3B","SinoSat 1","1","0","2","12"
"ILS","1998-06-18","2022-08-15 22:48:00","Atlas IIAS","Intelsat 805","1","0","2","3"
"VKS RF","1998-07-01","2022-08-15 00:48:00","Molniya-M /Block ML","Molniya-3 n†­167","1","0","2","14"
"ISAS","1998-07-03","2022-08-15 18:12:00","Mu-V / M-24","Nozomi","1","0","2","18"
"SRC","1998-07-07","2022-08-15 03:15:00","Shtil'","Tubsat","1","0","2","2"
"VKS RF","1998-07-10","2022-08-15 06:30:00","Zenit-2","Resurs-O1 n†­4 & Others","1","0","2","21"
"VKS RF","1998-07-28","2022-08-15 09:15:00","Zenit-2","Cosmos 2360","1","0","2","21"
"Northrop","1998-08-02","2022-08-15 16:24:00","Pegasus XL/HAPS","Orbcomm B1 - B8","2","40","2","3"
"Lockheed","1998-08-12","2022-08-15 11:30:00","Titan IV(401)A","NROL-7 (Mercury)","1","0","4","3"
"RVSN USSR","1998-08-12","2022-08-15 12:53:00","Molniya-M /Block ML","Molniya-1 n†­133","1","0","2","14"
"CASC","1998-08-19","2022-08-15 23:01:00","Long March 2C","Iridium 76 & 78","2","30.799999","2","12"
"Boeing","1998-08-24","2022-08-15 12:08:00","Delta II 7920-10C","Deep Space 1","1","0","2","3"
"Arianespace","1998-08-25","2022-08-15 23:07:00","Ariane 44P","ST-1","1","0","2","17"
"Boeing","1998-08-27","2022-08-15 01:17:00","Delta III 8930","Galaxy 10","1","0","4","3"
"KCST","1998-08-31","2022-08-15 03:07:00","Taepodong-1","Kwangmyngsng 1","1","0","4","23"
"Boeing","1998-09-08","2022-08-15 21:13:00","Delta II 7920-10C","MS-10","1","0","2","3"
"VKS RF","1998-09-09","2022-08-15 20:29:00","Zenit-2","Globalstar Satellites","1","0","4","21"
"Arianespace","1998-09-16","2022-08-15 06:31:00","Ariane 44LP","Panamsat-7","1","0","2","17"
"Northrop","1998-09-23","2022-08-15 05:06:00","Pegasus XL/HAPS","Orbcomm C1 - C8","2","40","2","3"
"VKS RF","1998-09-28","2022-08-15 23:41:00","Molniya-M /Block ML","Molniya-1T n†­168","1","0","2","14"
"Northrop","1998-10-03","2022-08-15 10:04:00","Minotaur C (Taurus)","STEX (NROL-8)","2","45","2","3"
"Arianespace","1998-10-05","2022-08-15 22:51:00","Ariane 44L","Eutelsat W2, Sirius-3","1","0","2","17"
"ILS","1998-10-09","2022-08-15 22:50:00","Atlas IIA","Hot Bird 5","1","0","2","3"
"Lockheed","1998-10-20","2022-08-15 07:19:00","Atlas IIA","UHF F9","1","0","2","3"
"ESA","1998-10-21","2022-08-15 16:37:00","Ariane 5 G","MaqSat 3 & ARD","1","0","2","17"
"Northrop","1998-10-22","2022-08-15 00:02:00","Pegasus","SCD-2","1","40","2","3"
"Arianespace","1998-10-28","2022-08-15 22:15:00","Ariane 44L","Afristar, GE-5","1","0","2","17"
"NASA","1998-10-29","2022-08-15 19:19:00","Space Shuttle Discovery","STS-95","1","450","2","3"
"Boeing","1998-11-06","2022-08-15 13:37:00","Delta II 7920-10C","MS-11","1","0","2","3"
"Boeing","1998-11-22","2022-08-15 23:54:00","Delta II 7925","BONUM-1","1","0","2","3"
"NASA","1998-12-04","2022-08-15 08:35:00","Space Shuttle Endeavour","STS-88","1","450","2","3"
"Arianespace","1998-12-06","2022-08-15 00:43:00","Ariane 42L","Satmex 5","1","0","2","17"
"Northrop","1998-12-06","2022-08-15 00:57:00","Pegasus XL","SWAS","2","40","2","3"
"VKS RF","1998-12-10","2022-08-15 11:57:00","Cosmos-3M (11K65M)","Nadiezhda n†­8 & Astrid 2","1","0","2","14"
"Boeing","1998-12-11","2022-08-15 18:45:00","Delta II 7425","Mars Climate Orbiter","1","0","2","3"
"CASC","1998-12-19","2022-08-15 11:39:00","Long March 2C","Iridium 88 & 89","2","30.799999","2","12"
"Arianespace","1998-12-22","2022-08-15 01:08:00","Ariane 42L","Panamsat-6B","1","0","2","17"
"VKS RF","1998-12-24","2022-08-15 20:02:00","Cosmos-3M (11K65M)","Cosmos 2361","1","0","2","14"
"Boeing","1999-01-03","2022-08-15 20:21:00","Delta II 7425","Mars Polar Lander","1","0","2","3"
"Lockheed","1999-01-27","2022-08-15 00:34:00","Athena I","ROCSAT 1","1","0","2","3"
"Boeing","1999-02-07","2022-08-15 21:04:00","Delta II 7426","Stardust","1","0","2","3"
"ILS","1999-02-16","2022-08-15 01:45:00","Atlas IIAS","JCSAT-6","1","0","2","3"
"Boeing","1999-02-23","2022-08-15 10:29:00","Delta II 7920-10","ARGOS (P91-1 ARGOS), ?örsted and SUNSAT","1","0","2","3"
"Arianespace","1999-02-26","2022-08-15 22:44:00","Ariane 44L","Arabsat-3A, Skynet 4E","1","0","2","17"
"Northrop","1999-03-05","2022-08-15 02:56:00","Pegasus XL","WIRE","2","40","2","3"
"Sea Launch","1999-03-28","2022-08-15 00:00:00","Zenit-3 SL","DemoSat","1","0","2","16"
"Arianespace","1999-04-02","2022-08-15 22:03:00","Ariane 42P","Insat-2E","1","0","2","17"
"Lockheed","1999-04-09","2022-08-15 17:01:00","Titan IV(402)B","DSP","1","0","4","3"
"ILS","1999-04-12","2022-08-15 22:50:00","Atlas IIAS","Eutelsat W3","1","0","2","3"
"Boeing","1999-04-15","2022-08-15 18:32:00","Delta II 7920-10","Landsat 7","1","0","2","3"
"Kosmotras","1999-04-21","2022-08-15 00:00:00","Dnepr","UoSat 12","1","29","2","21"
"Lockheed","1999-04-27","2022-08-15 18:22:00","Athena II","Ikonos","1","0","4","3"
"VKS RF","1999-04-28","2022-08-15 00:00:00","Cosmos-3M (11K65M)","ABRIXAS & Megsat 0","1","0","2","14"
"Lockheed","1999-04-30","2022-08-15 16:30:00","Titan IV(401)B","Milstar DFS-3m","1","0","4","3"
"Boeing","1999-05-05","2022-08-15 01:00:00","Delta III 8930","Orion 3","1","0","4","3"
"CASC","1999-05-10","2022-08-15 01:33:00","Long March 4B","Fengyun 1C & Shijian-5","2","64.68","2","12"
"Northrop","1999-05-18","2022-08-15 05:09:00","Pegasus XL/HAPS","TERRIERS & MUBLCOM","2","40","2","3"
"Lockheed","1999-05-22","2022-08-15 09:36:00","Titan IV(404)B","NROL-9 (Misty)","1","0","2","3"
"NASA","1999-05-27","2022-08-15 10:49:00","Space Shuttle Discovery","STS-96","1","450","2","3"
"ISRO","1999-05-29","2022-08-15 11:52:00","PSLV-G","IRS-P4, DLR-Tubsat, & Kitsat-3","1","25","2","13"
"Boeing","1999-06-10","2022-08-15 13:48:00","Delta II 7420-10C","Globalstar 3","1","0","2","3"
"CASC","1999-06-11","2022-08-15 17:15:00","Long March 2C","Iridium 92 & 93","2","30.799999","2","12"
"Lockheed","1999-06-20","2022-08-15 02:15:00","Titan II(23)G","QuikSCAT","1","35","2","3"
"Boeing","1999-06-24","2022-08-15 15:44:00","Delta II 7320-10C","FUSE","1","0","2","3"
"VKS RF","1999-07-08","2022-08-15 08:45:00","Molniya-M /Block ML","Molniya-3 n†­169","1","0","2","14"
"Boeing","1999-07-10","2022-08-15 08:45:00","Delta II 7420-10C","Globalstar 4","1","0","2","3"
"VKS RF","1999-07-17","2022-08-15 05:37:00","Zenit-2","Okean-O n†­1","1","0","2","21"
"NASA","1999-07-23","2022-08-15 04:31:00","Space Shuttle Columbia","STS-93","1","450","2","3"
"Boeing","1999-07-25","2022-08-15 07:46:00","Delta II 7420-10C","Globalstar 5","1","0","2","3"
"Boeing","1999-08-07","2022-08-15 12:51:00","Delta II 7925","USA-145 (GPS IIR-3)","1","0","2","3"
"Arianespace","1999-08-12","2022-08-15 22:52:00","Ariane 42P","Telkom-1","1","0","2","17"
"Boeing","1999-08-17","2022-08-15 04:37:00","Delta II 7420-10C","Globalstar 6","1","0","2","3"
"VKS RF","1999-08-26","2022-08-15 12:02:00","Cosmos-3M (11K65M)","Cosmos 2366","1","0","2","14"
"Arianespace","1999-09-04","2022-08-15 22:34:00","Ariane 42P","Koreasat-3","1","0","2","17"
"ILS","1999-09-23","2022-08-15 06:02:00","Atlas IIAS","Echostar 5","1","0","2","3"
"Lockheed","1999-09-24","2022-08-15 18:21:00","Athena II","Ikonos 1","1","0","2","3"
"Arianespace","1999-09-25","2022-08-15 06:29:00","Ariane 44LP","Telstar 7","1","0","2","17"
"Sea Launch","1999-10-10","2022-08-15 00:00:00","Zenit-3 SL","DirecTV 1R","1","0","2","16"
"CASC","1999-10-14","2022-08-15 03:15:00","Long March 4B","CBERS-1 & SACI 1","2","64.68","2","12"
"Arianespace","1999-10-19","2022-08-15 06:22:00","Ariane 44LP","Orion 2","1","0","2","17"
"Arianespace","1999-11-13","2022-08-15 22:54:00","Ariane 44LP","GE-4","1","0","2","17"
"MHI","1999-11-15","2022-08-15 07:29:00","H-IIS","Himawari 6","1","0","4","18"
"CASC","1999-11-19","2022-08-15 22:30:00","Long March 2F","Shenzhou 1","1","0","2","12"
"Lockheed","1999-11-23","2022-08-15 04:06:00","Atlas IIA","UHF F10","1","0","2","3"
"Arianespace","1999-12-03","2022-08-15 16:22:00","Ariane 40","Helios 1B & Cl??mentine","1","0","2","17"
"Northrop","1999-12-04","2022-08-15 18:53:00","Pegasus XL/HAPS","Orbcomm D1-D8","2","40","2","3"
"Arianespace","1999-12-10","2022-08-15 14:32:00","Ariane 5 G","XMM-Newton","1","0","2","17"
"AEB","1999-12-11","2022-08-15 19:40:00","VLS-1","SACI-2","1","0","4","5"
"Lockheed","1999-12-12","2022-08-15 17:36:00","Titan II(23)G","USA-147","1","35","2","3"
"Lockheed","1999-12-18","2022-08-15 18:57:00","Atlas IIAS","Terra","1","0","2","3"
"NASA","1999-12-20","2022-08-15 00:50:00","Space Shuttle Discovery","STS-103","1","450","2","3"
"Arianespace","1999-12-22","2022-08-15 00:50:00","Ariane 44L","Galaxy-11","1","0","2","17"
"VKS RF","1999-12-26","2022-08-15 08:00:00","Tsyklon-2","Cosmos 2367","1","0","2","21"
"VKS RF","1999-12-27","2022-08-15 19:12:00","Molniya-M /Block 2BL","Cosmos 2368","1","0","2","14"
"Northrop","1999-12-31","2022-08-15 07:13:00","Minotaur C (Taurus)","KOMPSAT & ACRIMSAT","2","45","2","3"
"Lockheed","2000-01-21","2022-08-15 01:03:00","Atlas IIA","DSCS IIIB-8","1","0","2","3"
"Arianespace","2000-01-25","2022-08-15 01:04:00","Ariane 42L","Galaxy 10R","1","0","2","17"
"CASC","2000-01-25","2022-08-15 16:45:00","Long March 3A","ChinaSat-22","2","69.699997","2","12"
"Northrop","2000-01-27","2022-08-15 03:03:00","Minotaur I","JAWSat","2","40","2","3"
"ILS","2000-02-03","2022-08-15 23:30:00","Atlas IIAS","Hispasat 1C","1","0","2","3"
"Boeing","2000-02-08","2022-08-15 21:24:00","Delta II 7920-10C","Globalstar 7","1","0","2","3"
"ISAS","2000-02-10","2022-08-15 01:30:00","Mu-V / M-24","Astro E","1","0","4","18"
"NASA","2000-02-11","2022-08-15 16:43:00","Space Shuttle Endeavour","STS-99","1","450","2","3"
"Arianespace","2000-02-18","2022-08-15 01:04:00","Ariane 44LP","Superbird 4","1","0","2","17"
"VKS RF","2000-03-02","2022-08-15 09:26:00","Zenit-2","Cosmos 2369","1","0","2","21"
"Northrop","2000-03-12","2022-08-15 09:29:00","Minotaur C (Taurus)","Multispectral Thermal Imager (MTI)","2","45","2","3"
"Sea Launch","2000-03-12","2022-08-15 14:49:00","Zenit-3 SL","ICO F-1","1","0","4","16"
"Arianespace","2000-03-21","2022-08-15 23:28:00","Ariane 5 G","INSAT-3B & AsiaStar","1","0","2","17"
"Boeing","2000-03-25","2022-08-15 20:34:00","Delta II 7326","IMAGE","1","0","2","3"
"Arianespace","2000-04-19","2022-08-15 00:29:00","Ariane 42L","Galaxy 4R","1","0","2","17"
"Lockheed","2000-05-03","2022-08-15 07:07:00","Atlas IIA","GOES-L","1","0","2","3"
"Lockheed","2000-05-08","2022-08-15 16:01:00","Titan IV(402)B","DSP","1","0","2","3"
"Boeing","2000-05-11","2022-08-15 01:48:00","Delta II 7925","GPS IIR-4","1","0","2","3"
"Eurockot","2000-05-16","2022-08-15 08:27:00","Rokot/Briz KM","SimSat 1 & 2 (Iridium)","1","41.799999","2","14"
"NASA","2000-05-19","2022-08-15 10:11:00","Space Shuttle Atlantis","STS-101","1","450","2","3"
"ILS","2000-05-24","2022-08-15 23:10:00","Atlas IIIA","Eutelsat W4","1","0","2","3"
"Northrop","2000-06-07","2022-08-15 13:19:00","Pegasus XL","TSX-5","2","40","2","3"
"CASC","2000-06-25","2022-08-15 11:50:00","Long March 3","Fengyun-2B","1","0","2","12"
"VKS RF","2000-06-28","2022-08-15 10:37:00","Cosmos-3M (11K65M)","Nadiezhda n†­9, Tsinghua-1 & SNAP-1","1","0","2","14"
"Lockheed","2000-06-30","2022-08-15 12:56:00","Atlas IIA","TDRS-H","1","0","2","3"
"ILS","2000-07-14","2022-08-15 05:21:00","Atlas IIAS","Echostar 6","1","0","2","3"
"VKS RF","2000-07-15","2022-08-15 12:00:00","Cosmos-3M (11K65M)","CHAMP, MITA & Rubin 1","1","0","2","14"
"Boeing","2000-07-16","2022-08-15 09:17:00","Delta II 7925","GPS IIR-5","1","0","2","3"
"Northrop","2000-07-19","2022-08-15 20:09:00","Minotaur I","MightySat 2.1","2","40","2","3"
"Sea Launch","2000-07-28","2022-08-15 22:41:00","Zenit-3 SL","PAS 9","1","0","2","16"
"Arianespace","2000-08-17","2022-08-15 23:16:00","Ariane 44LP","Brasilsat B4, Nilesat 102","1","0","2","17"
"Lockheed","2000-08-17","2022-08-15 23:45:00","Titan IV(403)B","NROL-11 (Onyx)","1","0","2","3"
"Boeing","2000-08-23","2022-08-15 11:05:00","Delta III 8930","DM F3","1","0","2","3"
"Arianespace","2000-09-06","2022-08-15 22:33:00","Ariane 44P","Eutelsat W1","1","0","2","17"
"NASA","2000-09-08","2022-08-15 12:45:00","Space Shuttle Atlantis","STS-106","1","450","2","3"
"Arianespace","2000-09-14","2022-08-15 22:54:00","Ariane 5 G","Astra 2B & GE-7","1","0","2","17"
"Lockheed","2000-09-21","2022-08-15 10:22:00","Titan II(23)G","NOAA-16","1","35","2","3"
"VKS RF","2000-09-25","2022-08-15 10:10:00","Zenit-2","Cosmos 2372","1","0","2","21"
"Kosmotras","2000-09-26","2022-08-15 10:05:00","Dnepr","Megsat 1 & Others","1","29","2","21"
"Arianespace","2000-10-06","2022-08-15 23:00:00","Ariane 42L","N-SAT 110","1","0","2","17"
"Northrop","2000-10-09","2022-08-15 05:38:00","Pegasus","HETE 2","1","40","2","3"
"NASA","2000-10-11","2022-08-15 23:17:00","Space Shuttle Discovery","STS-92","1","450","2","3"
"Lockheed","2000-10-20","2022-08-15 00:40:00","Atlas IIA","DSCS III-B11","1","0","2","3"
"Sea Launch","2000-10-21","2022-08-15 05:51:00","Zenit-3 SL","Thuraya 1","1","0","2","16"
"Arianespace","2000-10-29","2022-08-15 05:59:00","Ariane 44LP","EuropeStar F1","1","0","2","17"
"CASC","2000-10-30","2022-08-15 16:02:00","Long March 3A","Beidou-1A","2","69.699997","2","12"
"Boeing","2000-11-10","2022-08-15 17:14:00","Delta II 7925","GPS IIR-6","1","0","2","3"
"Arianespace","2000-11-16","2022-08-15 01:07:00","Ariane 5 G","PanAmSat-1R, Amsat-P3D, STRV 1C, STRV 1D","1","0","2","17"
"VKS RF","2000-11-20","2022-08-15 23:00:00","Cosmos-3M (11K65M)","QuickBird-1","1","0","4","14"
"Boeing","2000-11-21","2022-08-15 18:24:00","Delta II 7320-10C","EO-1 / SAC-C","1","0","2","3"
"Arianespace","2000-11-21","2022-08-15 23:56:00","Ariane 44L","Anik F1","1","0","2","17"
"NASA","2000-11-30","2022-08-15 03:06:00","Space Shuttle Endeavour","STS-97","1","450","2","3"
"MITT","2000-12-05","2022-08-15 12:32:00","Start-1","EROS A","2","0","2","14"
"Lockheed","2000-12-06","2022-08-15 02:47:00","Atlas IIAS","NROL-10","1","0","2","3"
"Arianespace","2000-12-20","2022-08-15 00:26:00","Ariane 5 G","Astra 2D, GE-8, LDREX","1","0","2","17"
"CASC","2000-12-20","2022-08-15 16:20:00","Long March 3A","Beidou-1B","2","69.699997","2","12"
"VKS RF","2000-12-27","2022-08-15 18:56:00","Tsyklon-3","Cosmos 2377 to 2379 & Gonets 7 to 9","1","0","4","14"
"CASC","2001-01-09","2022-08-15 17:00:00","Long March 2F","Shenzhou 2","1","0","2","12"
"Arianespace","2001-01-10","2022-08-15 22:09:00","Ariane 44P","Turksat 2A","1","0","2","17"
"Boeing","2001-01-30","2022-08-15 07:55:00","Delta II 7925","GPS IIR-7","1","0","2","3"
"Arianespace","2001-02-07","2022-08-15 23:05:00","Ariane 44L","Sicral-1, Skynet 4F","1","0","2","17"
"NASA","2001-02-07","2022-08-15 23:13:00","Space Shuttle Atlantis","STS-98","1","450","2","3"
"MITT","2001-02-20","2022-08-15 08:48:00","Start-1","Odin","2","0","2","14"
"Lockheed","2001-02-27","2022-08-15 21:20:00","Titan IV(401)B","Milstar DFS-4","1","0","2","3"
"NASA","2001-03-08","2022-08-15 11:42:00","Space Shuttle Discovery","STS-102","1","450","2","3"
"Arianespace","2001-03-08","2022-08-15 22:51:00","Ariane 5 G","Eurobird-1 & BSat-2a","1","0","2","17"
"Sea Launch","2001-03-18","2022-08-15 22:33:00","Zenit-3 SL","XM-2","1","0","2","16"
"Boeing","2001-04-07","2022-08-15 15:02:00","Delta II 7925","Mars Odyssey","1","0","2","3"
"ISRO","2001-04-18","2022-08-15 10:13:00","GSLV Mk I","GSAT-1","1","47","1","13"
"NASA","2001-04-19","2022-08-15 18:40:00","Space Shuttle Endeavour","STS-100","1","450","2","3"
"Sea Launch","2001-05-08","2022-08-15 00:00:00","Zenit-3 SL","XM-1","1","0","2","16"
"Boeing","2001-05-18","2022-08-15 17:45:00","Delta II 7925","NROL-17 (GeoLITE)","1","0","2","3"
"VKS RF","2001-06-08","2022-08-15 15:08:00","Cosmos-3M (11K65M)","Cosmos 2378","1","0","2","14"
"Arianespace","2001-06-09","2022-08-15 06:45:00","Ariane 44L","Intelsat 901","1","0","2","17"
"ILS","2001-06-19","2022-08-15 04:41:00","Atlas IIAS","ICO F2","1","0","2","3"
"Boeing","2001-06-30","2022-08-15 19:46:00","Delta II 7425-10C","WMAP","1","0","2","3"
"NASA","2001-07-12","2022-08-15 09:03:00","Space Shuttle Atlantis","STS-104","1","450","2","3"
"Arianespace","2001-07-12","2022-08-15 21:58:00","Ariane 5 G","Artemis & BSAT-2b","1","0","1","17"
"VKS RF","2001-07-20","2022-08-15 00:17:00","Molniya-M /Block ML","Molniya-3K n†­170","1","0","2","14"
"Lockheed","2001-07-23","2022-08-15 07:23:00","Atlas IIA","GOES-M","1","0","2","3"
"Lockheed","2001-08-06","2022-08-15 07:28:00","Titan IV(402)B","DSP","1","0","2","3"
"Boeing","2001-08-08","2022-08-15 16:13:00","Delta II 7326","Genesis Probe","1","0","2","3"
"NASA","2001-08-10","2022-08-15 21:10:00","Space Shuttle Discovery","STS-105","1","450","2","3"
"MHI","2001-08-29","2022-08-15 07:00:00","H-IIA 202","VEP 2 & LRE","2","90","2","18"
"Arianespace","2001-08-30","2022-08-15 06:46:00","Ariane 44L","Intelsat 902","1","0","2","17"
"Lockheed","2001-09-09","2022-08-15 15:25:00","Atlas IIAS","NROL-13 (Intruder FA & 5B)","1","0","2","3"
"Northrop","2001-09-21","2022-08-15 18:49:00","Minotaur C (Taurus)","Orbview-4/QuikTOMS","2","45","4","3"
"Arianespace","2001-09-25","2022-08-15 23:21:00","Ariane 44P","Atlantic Bird 2","1","0","2","17"
"Lockheed","2001-09-30","2022-08-15 02:40:00","Athena I","Starshine 3 & Others","1","0","2","3"
"Lockheed","2001-10-05","2022-08-15 21:21:00","Titan IV(404)B","NROL-14 (KH-11 Kennen)","1","0","2","3"
"Lockheed","2001-10-11","2022-08-15 02:32:00","Atlas IIAS","NROL-12","1","0","2","3"
"Boeing","2001-10-18","2022-08-15 18:51:00","Delta II 7320-10C","QuickBird","1","0","2","3"
"ISRO","2001-10-22","2022-08-15 10:23:00","PSLV-G","TES, BIRD & PROBA","1","25","2","13"
"VKS RF","2001-10-25","2022-08-15 11:34:00","Molniya-M /Block ML","Molniya-3 n†­171","1","0","2","14"
"Arianespace","2001-11-27","2022-08-15 05:59:00","Ariane 44LP","DirecTV-4S","1","0","2","17"
"NASA","2001-12-05","2022-08-15 22:19:00","Space Shuttle Endeavour","STS-108","1","450","2","3"
"Boeing","2001-12-07","2022-08-15 15:07:00","Delta II 7920-10C","Jason-1 / TIMED","1","0","2","3"
"VKS RF","2001-12-10","2022-08-15 17:18:00","Zenit-2","Meteor 3M n†­1 & Others","1","0","2","21"
"VKS RF","2001-12-21","2022-08-15 04:00:00","Tsyklon-2","Cosmos 2383","1","0","2","21"
"VKS RF","2001-12-28","2022-08-15 03:24:00","Tsyklon-3","Cosmos 2384 to 2386 & Gonets 10 to 12","1","0","2","14"
"Lockheed","2002-01-16","2022-08-15 00:30:00","Titan IV(401)B","Milstar DFS-5","1","0","2","3"
"Arianespace","2002-01-23","2022-08-15 23:46:00","Ariane 42L","Insat 3C","1","0","2","17"
"MHI","2002-02-04","2022-08-15 02:45:00","H-IIA 2024","VEP 3, Tsubasa & DASH","1","0","2","18"
"Northrop","2002-02-05","2022-08-15 20:58:00","Pegasus XL","RHESSI","2","40","2","3"
"Boeing","2002-02-11","2022-08-15 17:43:00","Delta II 7920-10C","Iridium IS-1","1","0","2","3"
"ILS","2002-02-21","2022-08-15 12:43:00","Atlas IIIB","EchoStar VII","1","0","2","3"
"Arianespace","2002-02-23","2022-08-15 06:59:00","Ariane 44L","Intelsat 904","1","0","2","17"
"Arianespace","2002-03-01","2022-08-15 01:07:00","Ariane 5 G","Envisat","1","0","2","17"
"NASA","2002-03-01","2022-08-15 11:22:00","Space Shuttle Columbia","STS-109","1","450","2","3"
"Lockheed","2002-03-08","2022-08-15 22:59:00","Atlas IIA","TDRS-I","1","0","2","3"
"Eurockot","2002-03-17","2022-08-15 09:21:00","Rokot/Briz KM","GRACE 1 & 2","1","41.799999","2","14"
"CASC","2002-03-25","2022-08-15 14:15:00","Long March 2F","Shenzhou 3","1","0","2","12"
"Arianespace","2002-03-29","2022-08-15 01:29:00","Ariane 44L","Astra 3A, JCSAT-8","1","0","2","17"
"VKS RF","2002-04-01","2022-08-15 22:06:00","Molniya-M /Block 2BL","Cosmos 2388","1","0","2","14"
"NASA","2002-04-08","2022-08-15 20:44:00","Space Shuttle Atlantis","STS-110","1","450","2","3"
"Arianespace","2002-04-16","2022-08-15 23:02:00","Ariane 44L","NSS-7","1","0","2","17"
"Boeing","2002-05-04","2022-08-15 09:54:00","Delta II 7920-10C","Aqua","1","0","2","3"
"CASC","2002-05-15","2022-08-15 01:50:00","Long March 4B","Fengyun-1D & Haiyang-1A","2","64.68","2","12"
"VKS RF","2002-05-28","2022-08-15 08:14:00","Cosmos-3M (11K65M)","Cosmos 2389","1","0","2","14"
"IAI","2002-05-28","2022-08-15 00:00:00","Shavit-1","Ofek-5","1","0","2","15"
"Arianespace","2002-06-05","2022-08-15 06:44:00","Ariane 44L","Intelsat 905","1","0","2","17"
"NASA","2002-06-05","2022-08-15 21:22:00","Space Shuttle Endeavour","STS-111","1","450","2","3"
"Sea Launch","2002-06-15","2022-08-15 22:39:00","Zenit-3 SL","Galaxy IIIC","1","0","2","16"
"Eurockot","2002-06-20","2022-08-15 09:33:00","Rokot/Briz KM","Iridium SV97 and SV98","1","41.799999","2","14"
